pvm,pH_lahteva,Fe_lahteva,Ni_lahteva,As_lahteva,SO4_lahteva,pH_lahteva,Fe_allas,Ni_allas,As_allas,SO4_rikastehiekka,pH_rikastehiekka,Fe_rikastehiekka,Ni_rikastehiekka,As_rikastehiekka,SO4_rikastehiekka
13.10.2014,8.2,0.98,0.44,0.13,,8.2,0.51,0.48,0.07,,8.7,0.69,0.39,0.14,
16.10.2014,8.2,0.96,0.45,0.12,,8.5,0.35,0.41,0.06,,9.8,0.47,0.13,0.11,
20.10.2014,7.9,0.92,0.43,0.11,,8.8,0.33,0.35,0.08,,9.6,0.58,0.23,0.11,
23.10.2014,8.1,0.95,0.42,0.1,,8.8,0.35,0.34,0.1,,8.9,1.36,0.42,0.1,
27.10.2014,8,0.91,0.42,0.1,,8.5,0.44,0.42,0.07,,8.8,0.84,0.48,0.16,
30.10.2014,8.1,1.13,0.44,0.09,,8.4,0.25,0.46,0.07,,8.8,0.82,0.37,0.14,
3.11.2014,8,1.21,0.45,0.08,,8.4,0.7,0.5,0.06,,8.6,3.36,0.75,0.14,
6.11.2014,7.9,1.31,0.45,0.06,,8.4,0.33,0.52,0.06,,9,1.91,0.52,0.15,
10.11.2014,7.9,1.16,0.46,0.08,,8.1,0.4,0.52,0.06,,,,,,
13.11.2014,7.8,1.33,0.47,0.07,,8.1,0.21,0.5,0.07,,9,0.79,0.35,0.14,
17.11.2014,8.1,1.25,0.48,0.06,,8.6,0.17,0.48,0.07,,9.1,0.1,0.32,0.1,
20.11.2014,8.2,1.01,0.47,0.06,,8.6,0.29,0.47,0.09,,9,0.71,0.38,0.17,
24.11.2014,8.3,0.83,0.47,0.05,,8.1,0.42,0.47,0.11,,9,1.09,0.47,0.23,
27.11.2014,7.9,0.72,0.48,0.06,,8.3,0.45,0.55,0.11,,8.6,0.01,0.5,0.12,
1.12.2014,8,0.71,0.46,0.06,,,,,,,8.7,0.26,0.5,0.2,
4.12.2014,8.2,0.72,0.52,0.07,,8.3,0.32,0.64,0.12,,8.7,0.33,0.63,0.27,
8.12.2014,8.1,0.39,0.54,0.07,,8.3,0.64,0.6,0.12,,8.7,1.64,0.58,0.2,
11.12.2014,8.4,0.35,0.53,0.06,,8.4,0.67,0.71,0.09,,8.8,2.11,0.73,0.3,
15.12.2014,7.9,0.31,0.57,0.05,,8.4,0.56,0.64,0.11,,8.6,0.64,0.63,0.17,
18.12.2014,8.1,0.41,0.56,0.06,,8.4,0.37,0.64,0.1,,8.8,2.68,0.63,0.21,
22.12.2014,7.8,0.4,0.55,0.05,,8.3,0.24,0.59,0.08,,8.8,0.93,0.59,0.13,
29.12.2014,7.5,0.28,0.59,0.06,,8.3,0.28,0.63,0.11,,8.7,1.92,0.46,0.12,
31.12.2014,8,0.27,0.58,0.07,,8.5,0.15,0.6,0.12,,8.9,0.19,0.52,0.25,
5.1.2015,8.4,0.08,0.59,0.11,,8.5,0.27,0.63,0.12,,8.9,0.09,0.68,0.17,
8.1.2015,8.2,0.29,0.59,0.09,,8.6,0.22,0.61,0.12,,8.7,0.06,0.28,0.1,
12.1.2015,8.2,0.11,0.6,0.09,,8.5,0.07,0.57,0.09,,8.7,2.96,0.54,0.03,
15.1.2015,8.2,0.19,0.59,0.07,,8.5,0.05,0.59,0.08,,8.7,2.36,0.8,0.09,
19.1.2015,8.3,0.06,0.57,0.07,,8.5,0.4,0.56,0.07,,9,0.36,0.36,0.09,
22.1.2015,8.1,0.19,0.59,0.07,,8.4,0.1,0.61,0.08,,8.8,0.07,0.41,0.11,
26.1.2015,8.1,0.22,0.59,0.07,,8.5,0.08,0.59,0.11,,8.8,0.01,0.41,0.12,
29.1.2015,8.2,0.11,0.6,0.08,,8.6,0.05,0.56,0.13,,8.8,0.13,0.63,0.16,
2.2.2015,8.1,0.19,0.58,0.06,,8.7,0.11,0.47,0.13,,8.7,0.04,0.61,0.12,
5.2.2015,8.1,0.13,0.54,0.08,,8.6,0.17,0.44,0.13,,8.7,0.1,0.47,0.09,
9.2.2015,8,0.24,0.54,0.07,,8.6,0.13,0.44,0.13,,8.8,2.56,0.53,0.14,
12.2.2015,8.1,0.19,0.52,0.09,,8.4,0.23,0.49,0.16,,8.6,1.06,0.39,0.17,
16.2.2015,8,0.27,0.54,0.07,,8.4,0.1,0.52,0.12,,8.5,0.04,1.21,0.11,
19.2.2015,8.3,0.07,0.52,0.12,,8.5,0.06,0.49,0.14,,8.7,3.92,0.56,0.09,
23.2.2015,8.2,0.08,0.51,0.1,,8.5,0.09,0.47,0.11,,8.6,1.4,1.1,0.08,
26.2.2015,8.1,0.08,0.51,0.09,,8.5,0.05,0.49,0.12,,9,0.71,0.28,0.09,
2.3.2015,8.1,0.11,0.52,0.08,,8.5,0.1,0.49,0.11,,8.8,0.81,0.33,0.1,
5.3.2015,7.8,0.26,0.51,0.06,,8.3,0.16,0.6,0.12,,8.8,2.35,0.36,0.13,
9.3.2015,8.2,0.08,0.56,0.1,,8.4,0.45,0.6,0.1,,8.7,1.3,0.52,0.12,
12.3.2015,7.9,0.14,0.6,0.07,,8.1,0.56,0.74,0.08,,8.5,1.63,0.88,0.11,
16.3.2015,8.1,0.2,0.59,0.08,,8.3,0.23,0.64,0.1,,,,,,
19.3.2015,8.1,0.15,0.59,0.08,,8.8,0.4,0.52,0.1,,9.6,0.02,0.07,0.07,
23.3.2015,8.2,0.17,0.55,0.08,,9.1,0.32,0.35,0.12,,9.5,1.94,0.16,0.09,
26.3.2015,8.6,0.2,0.45,0.07,,9.1,0.27,0.29,0.08,,8.9,2.83,0.37,0.04,
30.3.2015,8.4,0.16,0.4,0.06,,8.7,0.66,0.31,0.07,,8.9,3.03,0.29,0.07,
1.4.2015,8.4,0.17,0.38,0.07,,8.7,0.37,0.33,0.1,,8.9,1.79,0.36,0.14,
7.4.2015,8.1,0.32,0.43,0.06,,8.3,0.4,0.61,0.1,,8.6,1.54,0.73,0.17,
9.4.2015,8.1,0.65,0.47,0.04,,8.2,0.43,0.7,0.08,,8.2,2.24,1.11,0.18,
13.4.2015,7.7,0.54,0.48,0.03,,8.2,0.39,0.75,0.1,,8.6,1.92,1.25,0.22,
16.4.2015,7.8,0.5,0.51,0.03,,8.1,0.31,0.86,0.07,,8.3,0.47,1.28,0.07,
23.4.2015,7.6,0.97,0.54,0.02,,8.3,0.43,0.78,0.06,,9.6,0.67,0.09,0.08,
27.4.2015,7.9,1,0.54,0.01,,8.6,0.34,0.57,0.06,,9.2,1.2,0.1,0.09,
30.4.2015,7.9,1.22,0.55,0.02,,8.4,0.7,0.57,0.07,,8.3,1.77,0.76,0.12,
4.5.2015,7.7,1.57,0.6,0.02,,8.2,0.49,0.63,0.07,,8.5,1.15,0.67,0.13,
7.5.2015,7.8,1.06,0.59,0.01,,8.2,0.23,0.6,0.06,,8.4,0.75,0.52,0.1,
11.5.2015,8.1,0.32,0.58,0.01,,8.2,0.22,0.55,0.04,,8.6,0.53,0.24,0.11,
15.5.2015,8,0.27,0.57,0.01,,8.2,0.16,0.55,0.03,,8.4,0.64,0.66,0.03,
19.5.2015,8.5,0.29,0.37,0.01,,8,0.29,1.12,0.02,,8,0.91,2.51,0.02,
21.5.2015,8.1,0.3,0.59,0,,8.3,0.21,0.68,0.02,,8.9,0.65,0.45,0.03,
25.5.2015,8.1,0.18,0.54,0.01,,8.1,0.08,0.67,0.03,,9.2,0.37,0.1,0.04,
28.5.2015,8.3,0.08,0.5,0.01,,8.2,0.09,0.6,0.03,,8.8,0.42,0.19,0.09,
1.6.2015,8.2,0.11,0.47,0.01,,8.2,0.12,0.55,0.02,,8.9,1.27,0.12,0.09,
4.6.2015,8.3,0.14,0.43,0.02,,8.3,0.17,0.49,0.02,,9,1.19,0.16,0.07,
8.6.2015,8.3,0.2,0.42,0.01,,8.5,0.24,0.38,0.04,,9.1,1.46,0.13,0.1,
11.6.2015,8.3,0.25,0.41,0.02,,8.5,0.21,0.49,0.04,,9.1,1.3,0.43,0.07,
15.6.2015,8.3,0.28,0.42,0.04,,8.7,0.17,0.36,0.07,,9.1,0.26,0.1,0.09,
18.6.2015,8.4,0.34,0.41,0.02,,8.7,0.27,0.3,0.04,,8.7,0.69,0.37,0.05,
22.6.2015,8.3,0.46,0.39,0.03,,8.7,0.31,0.22,0.07,,9.2,0.79,0.08,0.07,
25.6.2015,8.3,0.55,0.36,0.04,,8.6,0.25,0.2,0.05,,9,2.61,0.15,0.06,
29.6.2015,8.3,0.5,0.34,0.04,,8.6,0.16,0.17,0.06,,9.1,0.38,0.07,0.08,
2.7.2015,8.3,0.53,0.32,0.03,,8.6,0.09,0.16,0.1,,9.2,0.15,0.09,0.39,
6.7.2015,8.3,0.59,0.31,0.05,,8.8,0.21,0.15,0.22,,9.3,0.2,0.08,0.55,
9.7.2015,8.4,0.66,0.28,0.08,,8.7,0.26,0.16,0.28,,8.8,1.55,0.33,0.41,
13.7.2015,8.4,0.7,0.28,0.01,,8.8,0.37,0.17,0.34,,9.2,0.22,0.12,0.52,
15.7.2015,8.3,0.67,0.26,0.11,,8.8,0.37,0.17,0.32,,9,0.18,0.22,0.5,
20.7.2015,8.3,0.6,0.26,0.17,,8.9,0.18,0.14,0.37,,9.3,0.25,0.07,0.51,
23.7.2015,8.4,0.56,0.24,0.15,,8.9,0.24,0.13,0.41,,9.1,0.37,0.12,0.63,
27.7.2015,8.6,0.7,0.22,0.17,,8.8,0.22,0.14,0.42,,9.3,0.35,0.14,0.6,
30.7.2015,8.3,0.64,0.22,0.2,,8.7,0.23,0.16,0.43,,9.1,0.09,0.15,0.43,
3.8.2015,8.2,0.73,0.22,0.22,,8.6,0.27,0.17,0.51,,9,0.29,0.15,0.76,
6.8.2015,8.4,0.63,0.23,0.23,,8.6,0.27,0.36,0.57,,8.5,0.21,0.66,0.76,
10.8.2015,8.3,0.64,0.23,0.22,,8.4,0.29,0.37,0.54,,8.5,0.17,0.55,0.81,
13.8.2015,8.3,0.66,0.24,0.27,,8.6,0.31,0.33,0.51,,9,2.04,0.24,0.44,
17.8.2015,8.2,0.66,0.24,0.25,,8.7,0.17,0.22,0.4,,9.2,0.1,0.08,0.45,
20.8.2015,8.3,0.58,0.24,0.24,,8.7,0.12,0.19,0.37,,9.1,0.08,0.08,0.25,
24.8.2015,8.3,0.61,0.22,0.25,,8.8,0.25,0.14,0.36,,9.1,0.54,0.09,0.33,
27.8.2015,8.4,0.6,0.22,0.36,,8.8,0.26,0.13,0.36,,9.1,0.75,0.11,0.43,
31.8.2015,8.3,0.75,0.21,0.24,,8.7,0.27,0.19,0.3,,9.2,0.86,0.15,0.48,
3.9.2015,8.3,0.74,0.22,0.25,,8.7,0.26,0.21,0.34,,8.6,0.71,0.7,0.67,
7.9.2015,8.2,0.79,0.22,0.25,,8.5,0.24,0.27,0.4,,8.9,0.28,0.23,0.6,
10.9.2015,8.2,0.79,0.22,0.23,,8.4,0.33,0.35,0.45,,8.6,0.62,0.58,0.71,
14.9.2015,8.3,0.76,0.22,0.26,,8.4,0.32,0.44,0.53,,8.6,0.46,0.56,0.71,
17.9.2015,8.1,0.89,0.24,0.26,,8.3,0.39,0.4,0.47,,8.8,0.36,0.34,0.4,
21.9.2015,8.1,0.9,0.27,0.28,,8.3,0.37,0.39,0.4,,8.7,0.22,0.46,0.44,
24.9.2015,8.1,0.99,0.27,0.24,,8.3,0.29,0.4,0.29,,8.9,0.19,0.33,0.23,
28.9.2015,8.1,0.79,0.28,0.24,,8.4,0.35,0.35,0.22,,8.7,0.6,0.25,0.18,
1.10.2015,8,0.94,0.28,0.23,,8.3,0.34,0.33,0.17,,8.6,0.26,0.41,0.06,
5.10.2015,8.1,0.96,0.33,0.23,,8.3,0.2,0.37,0.17,,8.4,0.27,0.3,0.09,
8.10.2015,7.8,0.84,0.31,0.18,,8.1,0.19,0.35,0.12,,8.6,0.08,0.36,0.05,
12.10.2015,7.9,0.83,0.33,0.17,,8.3,0.32,0.36,0.1,,8.8,0.23,0.34,0.07,
15.10.2015,8,0.79,0.33,0.16,,8.3,0.23,0.36,0.09,,8.8,0.1,0.28,0.05,
19.10.2015,7.9,0.84,0.33,0.15,,8.3,0.17,0.34,0.08,,9.4,0.19,0.08,0.06,
22.10.2015,7.9,0.91,0.33,0.13,,8.7,0.63,0.27,0.08,,9.2,2.05,0.16,0.07,
26.10.2015,8,1.02,0.32,0.11,,8.5,0.25,0.29,0.06,,8.7,0.13,0.43,0.07,
29.10.2015,7.8,0.95,0.32,0.09,,8.3,0.17,0.31,0.05,,9.2,0.08,0.1,0.03,
2.11.2015,8,1.01,0.34,0.1,,8.6,0.33,0.29,0.06,,9,1.06,0.26,0.06,
5.11.2015,8,1.05,0.34,0.09,,8.5,0.24,0.29,0.06,,8.9,0.48,0.26,0.11,
9.11.2015,7.8,1.12,0.35,0.08,,8.3,0.34,0.35,0.06,,8.9,1.44,0.33,0.07,
12.11.2015,7.7,1.24,0.32,0.07,,8.3,0.26,0.36,0.06,,8.9,0.5,0.33,0.1,
16.11.2015,8,1.27,0.36,0.07,,8.4,0.74,0.38,0.06,,9,0.58,0.29,0.07,
19.11.2015,8.1,1.28,0.33,0.07,,8.4,0.21,0.35,0.06,,8.9,0.36,0.51,0.08,
23.11.2015,7.9,1.15,0.35,0.05,,8.4,0.14,0.42,0.04,,9.1,1.4,0.44,0.05,
26.11.2015,8,0.88,0.35,0.05,,8.5,0.12,0.65,0.04,,7.7,1.45,3.81,0.04,
30.11.2015,8.3,1.25,1.13,0.05,,7.6,0.61,7.61,0.03,,7.6,2.75,10.58,0.09,
30.11.2015,7.7,1.32,1.05,0.05,591,7.6,0.79,8.56,0.03,,7.7,2.55,9.73,0.07,
1.12.2015,7.8,1.26,1.03,0.05,,7.5,0.4,8.04,0.02,,7.6,0.35,18.32,0.02,
2.12.2015,7.6,1.27,0.93,0.05,,7.7,0.4,9.06,0.02,,8.4,0.24,11.83,0.02,
3.12.2015,7.7,1.12,1.18,0.05,,7.7,0.54,8.58,0.03,,8.9,0.58,5.29,0.02,
4.12.2015,7.8,1.07,1.34,0.05,,7.9,0.45,8.34,0.02,,9.2,0.48,2.31,0.02,
5.12.2015,8,1.31,1.59,0.05,,8.3,0.76,7.35,0.02,,10.7,0.17,0.82,0.01,
6.12.2015,8.1,1.2,1.73,0.05,,8.4,0.61,5.96,0.02,,10,0.35,0.26,0.02,
7.12.2015,8.6,1.16,1.7,0.04,,8.5,0.5,5.39,0.02,,9.8,0.33,0.24,0.02,
8.12.2015,8.7,0.91,1.71,0.03,,8.3,0.4,4.62,0.01,,10,1.77,0.22,0.04,
9.12.2015,8.7,0.65,1.58,0.01,,8.2,0.18,3.69,0.01,,10.6,0.13,0.05,0.01,
10.12.2015,8.5,0.48,1.6,0.03,,8.1,0.26,3.81,0.02,,11.4,1.09,0.11,0.02,
11.12.2015,8.6,0.37,1.53,0.02,,8.5,0.32,3.27,0.02,,10.8,1.15,0.11,0.02,
12.12.2015,8.5,0.27,1.54,0.02,,8.6,0.24,2.66,0.02,,10,0.12,0.03,0.01,
13.12.2015,8.8,0.27,1.53,0.02,,8.6,0.16,2.95,0.02,,11.2,0.22,0.02,0.01,
14.12.2015,8.9,0.21,1.44,0.02,,8.8,0.16,2.69,0.02,,10.5,0.47,0.03,0.02,
15.12.2015,9,0.21,1.43,0.02,,8.9,0.1,2.58,0.02,,10.3,0.25,0.03,0.01,
16.12.2015,9,0.18,1.45,0.02,,8.9,0.11,2.49,0.02,,10,0.15,0.18,0.02,
17.12.2015,9.1,0.14,1.4,0.01,,8.9,0.08,2.51,0.01,,10.8,0.62,0.04,0.01,
18.12.2015,9,0.13,1.38,0.01,,9.1,0.06,2.16,0.01,,11.9,0.18,0.01,0.01,
20.12.2015,9.1,0.18,1.31,0.02,,10.1,0.13,0.36,0.02,,10.9,0.12,0.01,0.01,
21.12.2015,9,0.15,1.32,0.01,,9.7,0.36,0.31,0.01,,9.8,0.45,0.05,0.02,
22.12.2015,9,0.12,1.2,0.02,,9.3,0.24,0.17,0.02,,9.9,0.32,0.05,0.03,
23.12.2015,9.2,0.13,1.04,0.01,,9.6,0.15,0.19,0.01,,11.6,0.24,0.02,0.01,
26.12.2015,9.2,0.09,0.75,0.03,,9.6,0.17,0.25,0.02,,9.7,0.21,0.07,0.03,
28.12.2015,9.2,0.12,0.87,0.01,,9.4,0.11,0.56,0.01,,9.5,0.38,0.96,0.02,
28.12.2015,,,,,,,,,,,9.5,0.44,0.46,0.03,
29.12.2015,9.1,0.11,0.94,0.02,,9.2,0.07,0.74,0.02,,10.9,0.46,0.12,0.03,
30.12.2015,9.1,0.09,0.96,0.02,,9.3,0.1,0.68,0.02,,9.6,0.25,2.68,0.02,
30.12.2015,,,,,,,,,,,9.4,2.8,1.34,0.13,
31.12.2015,9.1,0.1,0.94,0.01,,9.3,0.05,0.62,0.01,,10.1,2.71,0.65,0.16,
2.1.2016,8.8,0.08,0.95,0.01,,11.5,0.07,0.66,0.01,,9.1,0.87,0.05,0.03,
4.1.2016,9,0.12,0.77,0.01,,9.3,0.16,0.57,0.01,,9.9,3.07,0.39,0.11,
5.1.2016,9.1,0.04,0.79,0.01,,9.4,0.07,0.46,0.01,,9,2.87,1.19,0.16,
7.1.2016,9,0.03,0.77,0.01,,9.2,0.03,0.4,0.01,,10.9,1.14,0.1,0.05,
8.1.2016,9.4,0.04,0.71,0.02,,9.9,0.07,0.28,0.02,,10.9,1.16,0.08,0.05,
11.1.2016,9.4,0.03,0.64,0.02,,9.9,0.03,0.23,0.02,,11.4,0.03,0.23,0.02,
13.1.2016,9.3,0.02,0.58,0.02,,10,0.06,0.15,0.02,,10.8,,,,
15.1.2016,9.3,0.03,0.63,0.01,,9.5,0.02,0.12,0.01,,10.6,0.02,0.01,0.01,
18.1.2016,9.3,0.02,0.63,0.02,,10.8,0.01,0.04,0.01,,11.3,40.92,3.08,2.73,
20.1.2016,9.2,0.02,0.57,0.02,,10.9,0.08,0.04,0.02,,,,,,
22.1.2016,9.2,0.02,0.56,0.01,,10.8,0.06,0.01,0.02,,11.8,1.44,0.16,0.05,
25.1.2016,9.1,0.09,0.55,0.02,,10.9,0.05,0.002,0.01,,10.2,5.11,0.34,0.17,
28.1.2016,9,0.11,0.56,0.03,,10.6,0.08,0.01,0.03,,9.2,4.15,2.03,0.15,
29.1.2016,8.9,0.1,0.55,0.02,,10.3,0.07,0.003,0.03,,8.5,2.27,0.42,0.09,
1.2.2016,9.2,0.02,0.46,0.01,,10.1,0.05,0.004,0.02,,9.6,2.65,0.27,0.13,
4.2.2016,8.9,0.08,0.41,0.03,,9.7,0.08,0.03,0.03,,7.6,1.96,15.3,0.09,
5.2.2016,9.2,0.11,0.4,0.03,,9.8,0.07,0.29,0.03,,10.4,2.24,0.16,0.11,
8.2.2016,9.2,0.07,0.42,0.03,,9.6,0.04,0.25,0.03,,9.7,1.48,0.75,0.08,
9.2.2016,8.9,0.09,0.4,0.02,,9.3,0.03,0.61,0.03,,7.7,1.86,10.41,0.12,
10.2.2016,8.9,0.14,0.35,0.03,,9.1,0.05,1.78,0.03,,9.2,3.97,2.77,0.22,
11.2.2016,8.8,0.12,0.37,0.02,,9.1,0.04,1.39,0.02,,10.4,0.73,0.25,0.02,
15.2.2016,8.7,0.38,0.53,0.03,,9,0.09,1.16,0.03,,9,2.05,1.17,0.08,
18.2.2016,8.6,0.32,0.57,0.02,,9,0.1,1.1,0.03,,9.1,9.1,2.1,0.43,
22.2.2016,8.8,0.15,0.59,0.03,,9,0.11,1.41,0.05,,8.1,2.64,7.28,0.14,
25.2.2016,9,0.13,0.65,0.03,,9.5,0.07,1.48,0.04,,10.1,4.02,0.44,0.24,
29.2.2016,8.6,0.1,0.67,0.03,,8.9,0.06,0.59,0.03,,9.8,0.63,0.05,0.05,
3.3.2016,8.6,0.12,0.65,0.04,,9.5,0.01,0.25,0.04,,9.7,0.39,0.07,0.05,
7.3.2016,8.5,0.12,0.68,0.03,,10,0.09,0.13,0.03,,9.4,1.86,0.93,0.09,
10.3.2016,8.7,0.11,0.7,0.03,,9.5,0.04,0.42,0.02,,8.5,2.2,6.7,0.07,
14.3.2016,8.6,0.15,0.64,0.03,,9.3,0.07,0.82,0.03,,9.2,2.96,1.37,0.12,
17.3.2016,8.9,0.2,0.65,0.03,,9.5,0.13,0.67,0.03,,10.8,16.15,1.62,0.82,
21.3.2016,8.2,0.17,0.65,0.03,,9.4,0.02,0.35,0.03,,8.8,2.15,1.21,0.08,
22.3.2016,8.6,0.14,0.59,0.02,,,,,,,,,,,
23.3.2016,8.4,0.11,0.59,0.03,,9.7,0.04,0.31,0.02,,10.3,2.7,0.36,0.1,
29.3.2016,8.4,0.08,0.56,0,,9.4,0.18,0.57,0.01,,9.6,5.76,1.66,0.15,
31.3.2016,7.6,0.15,0.53,0.03,,9.1,1.11,1.17,0.02,,9.4,5.45,0.9,0.27,
4.4.2016,6.8,6.25,0.43,0.01,545,8.8,0.3,1.91,0.01,,8.5,3.36,8.5,0.11,
7.4.2016,6.2,4.63,0.46,0.01,,8.6,0.72,0.84,0.02,,9.8,6.08,0.49,0.14,
11.4.2016,6.7,2.37,0.25,0.01,,9.3,0.09,0.13,0.02,,9.3,8.39,0.84,0.28,
14.4.2016,6.5,1.3,0.29,0.01,,8.5,0.17,0.18,0.02,,9,6.84,0.61,0.21,
18.4.2016,8,0.14,0.1,0.01,178,9.4,0.18,0.11,0.03,,9.6,7,0.65,0.21,
21.4.2016,6.3,0.9,0.16,0.01,,9,0.25,0.16,0.03,,8.6,0.5,0.25,0.05,
25.4.2016,6.9,0.45,0.17,0.001,,8.5,0.27,0.87,0.02,,9.1,0.53,0.59,0.05,
28.4.2016,7.1,0.51,0.21,0.01,488,8,0.3,0.88,0.02,,8.4,0.11,0.68,0.03,
2.5.2016,6.8,0.4,0.27,0.01,614,8.2,0.21,0.54,0.01,921,9.5,0.08,0.06,0.06,972
6.5.2016,7.6,0.29,0.36,0.01,,8.3,0.18,0.26,0.03,,9.7,0.62,0.08,0.08,
9.5.2016,7.8,0.34,0.38,0.02,765,8.3,0.17,0.22,0.04,1059,9.3,0.83,0.12,0.1,1142
12.5.2016,7.6,0.36,0.41,0.02,790,8.1,0.28,0.27,0.03,1007,9,0.44,0.34,0.07,
16.5.2016,7.7,0.46,0.42,0.02,,7.9,0.19,0.35,0.03,,9.9,0.26,0.02,0.04,
19.5.2016,7.2,0.48,0.45,0.03,876,8.1,0.13,0.27,0.04,1035,10.6,0.56,0.05,0.11,881
23.5.2016,7.7,0.43,0.42,0.02,937,8.3,0.11,0.19,0.08,938,9.6,0.48,0.12,0.28,904
26.5.2016,7.8,0.35,0.35,0.04,190,8.3,0.11,0.12,0.06,208,10.8,0.38,0.07,0.03,167
30.5.2016,7.8,0.44,0.35,0.03,915,8.4,0.11,0.11,0.05,1006,8.9,0.4,0.22,0.05,1092
2.6.2016,8.2,0.39,0.32,0.04,824,8.6,0.12,0.13,0.05,950,8.2,0.35,12.08,0.03,1476
6.6.2016,7.9,0.74,0.42,0.04,978,8,0.13,0.58,0.04,938,8.6,1.35,0.98,0.08,1050
9.6.2016,8.1,0.73,0.43,0.04,994,8.1,0.13,0.63,0.03,1070,9.5,1.41,0.15,0.09,932
13.6.2016,7.9,0.79,0.45,0.04,1141,7.9,0.13,0.45,0.03,1225,9.5,0.96,0.11,0.09,1188
16.6.2016,7.8,0.75,0.46,0.04,1137,8,0.18,0.32,0.04,1212,9.4,0.41,0.05,0.13,1291
20.6.2016,7.8,0.74,0.45,0.04,1086,7.8,0.23,0.35,0.04,1111,9.1,0.96,0.12,0.25,797
23.6.2016,7.8,0.6,0.37,0.04,,7.9,0.15,0.24,0.05,,9.2,0.15,0.04,0.16,
27.6.2016,7.8,0.51,0.37,0.05,1026,8,0.12,0.18,0.09,927,9.2,0.39,0.09,0.32,1067
30.6.2016,7.9,0.31,0.24,0.03,958,8.2,0.13,0.13,0.07,1012,9.4,0.23,0.25,0.08,1019
4.7.2016,8.1,0.37,0.31,0.06,751,8.1,0.09,0.42,0.1,652,8.7,0.18,1.41,0.09,976
7.7.2016,7.6,0.43,0.3,0.05,856,7.9,0.16,0.3,0.05,681,9.4,0.16,0.04,0.09,704
11.7.2016,7.8,0.54,0.32,0.06,1095,8.2,0.19,0.23,0.04,953,9.7,0.38,0.47,0.07,1266
14.7.2016,7.5,0.59,0.3,0.06,1171,7.9,0.39,1.8,0.04,1274,,,,,1588
18.7.2016,8,0.65,0.62,0.06,1177,8.5,0.19,2.22,0.03,1218,9.1,0.16,0.56,0.13,1267
21.7.2016,7.4,0.64,0.62,0.05,1148,8.7,0.1,1.14,0.02,1218,8.4,0.48,1.65,0.05,1304
25.7.2016,8,0.49,0.6,0.05,1062,9.1,0.06,0.45,0.01,765,9.4,0.26,0.03,0.08,1058
28.7.2016,8,0.45,0.58,0.03,1049,9.1,0.07,0.25,0.01,1173,9.6,0.6,0.12,0.07,1407
1.8.2016,7.9,0.42,0.52,0.05,1202,9,0.29,0.23,0.02,1518,9.1,0.76,0.13,0.08,1317
4.8.2016,7.7,0.46,0.52,0.04,1230,8.8,0.15,0.19,0.02,1309,8.5,0.18,0.17,0.06,1518
8.8.2016,8,0.45,0.45,0.04,1152,9.2,0.08,0.1,0.02,1366,8.8,2.22,0.36,0.15,1239
11.8.2016,7.8,0.54,0.43,0.04,1321,9.1,0.13,0.1,0.02,1399,8.8,0.12,0.07,0.05,1251
15.8.2016,7.8,0.47,0.34,0.03,1280,9,0.13,0.1,0.02,1152,8.6,0.03,0.21,0.04,1206
18.8.2016,7.6,0.57,0.38,0.04,1251,8.9,0.11,0.23,0.01,1292,10.6,0.08,0.02,0.01,1280
22.8.2016,7.9,0.61,0.36,0.03,1243,9.1,0.18,0.23,0.01,1074,9.1,0.18,0.32,0.03,1259
25.8.2016,7.8,0.56,0.35,0.03,1206,9.2,0.07,0.28,0.01,1206,8.1,0.15,3.21,0.06,1025
29.8.2016,7.8,0.58,0.38,0.03,1045,9.2,0.06,0.59,0.01,1177,9.6,0.15,0.38,0.03,1162
1.9.2016,7.8,0.58,0.4,0.03,1078,9.1,0.12,0.44,0.02,1638,9.4,0.18,0.2,0.05,1045
5.9.2016,7.9,0.56,0.38,0.02,1230,9,0.1,0.24,0.01,1218,9.1,0.24,1,0.03,1407
8.9.2016,7.8,0.62,0.37,0.03,946,8.9,0.14,0.45,0.02,732,,,,,
12.9.2016,7.9,0.59,0.39,0.02,1337,9,0.13,2.07,0.01,1366,,,,,
15.9.2016,7.8,0.6,0.52,0.03,1255,9,0.15,2.7,0.02,1251,7.5,0.98,15.21,0.09,1362
16.9.2016,,,,,,,,,,,11.6,0.08,0.15,0.03,
19.9.2016,7.5,0.62,0.71,0.02,1251,8.9,0.1,1.5,0.02,1136,8.8,1.38,1.36,0.08,1185
22.9.2016,7.6,0.58,0.72,0.02,1222,9.4,0.19,0.82,0.02,1280,10.4,0.76,0.07,0.06,1206
26.9.2016,7.6,0.6,0.7,0.02,1239,9.9,0.13,0.03,0.01,1193,9.5,0.82,0.11,0.07,1272
29.9.2016,7.3,0.6,0.56,0.02,1226,10.1,0.05,0.01,0.01,1235,11.2,0.12,0.01,0.02,1284
3.10.2016,7.7,0.79,0.6,0.03,1086,9.7,0.09,0.04,0.01,1374,10.3,0.32,0.05,0.03,1292
6.10.2016,7.7,0.81,0.61,0.03,1209,9.7,0.05,0.06,0.01,1132,11.3,0.22,0.04,0.03,1597
10.10.2016,7.9,0.74,0.49,0.03,1218,10,0.04,0.01,0.01,1263,10.1,0.16,0.03,0.03,1457
13.10.2016,8.1,0.85,0.52,0.03,1128,10.3,0.06,0.01,0.01,1099,11.5,0.42,0.02,0.02,1111
